id,lat,long,name,city,craving,tags,addresse
669,48.85464,2.338068,Kodawari Ramen (Yokochō),75006,table,japonais,"29 Rue Mazarine, 75006 Paris"
670,,,Kodawari Ramen (Tsukiji),75001,table,japonais,"12 Rue de Richelieu, 75001 Paris"
671,48.8671431,2.3348348,Hakata Choten OPERA,75001,table,japonais/coeur,"53 Rue des Petits Champs, 75001 Paris"
672,48.8629014,2.3489608,Hakata Choten Les Halles,75001,table,japonais,"16 Rue de la Grande Truanderie, 75001 Paris"
673,48.850597,2.380291,21G Dumpling,75011,table,japonais,"167 Rue du Faubourg Saint-Antoine, 75011 Paris"
677,,,Le Petit Cambodge,75010,table,asiatique,"20 Rue Alibert, 75010 Paris"
679,48.8635584,2.3442057,Café lai'Tcha,75001,table,asiatique,"7 Rue du Jour, 75001 Paris"
680,48.8682785,2.3485325,Echo,75002,cafe,burger,"95 Rue d'Aboukir, 75002 Paris"
681,48.8738363,2.3485348,Ozlem,75010,table,orient,"57 Rue des Petites Écuries, 75010 Paris"
682,48.864718,2.333787,Sanukiya,75001,table,japonais,"9 Rue d'Argenteuil, 75001 Paris"
690,48.832473,2.3296211,Restaurant Kwon,75014,table,asiatique,"7 Rue Ernest Cresson, 75014 Paris"
691,,,Miznon - 9,75009,table,orient,"3 Rue de la Grange Batelière, 75009 Paris"
692,,,Miznon - 4,75004,table,orient,"22 Rue des Ecouffes, 75004 Paris"
693,,,Miznon - 10,75010,table,orient,"37 Quai de Valmy, 75010 Paris"
697,48.8696583,2.3435979,Mr ZHAO,75002,table,japonais,"37 Rue des Jeuneurs, 75002 Paris"
699,48.8570997,2.3784981,Chez Aline,75011,pouce,dwich,"85 Rue de la Roquette, 75011 Paris"
700,48.8659891,2.3325777,EchizenSOBA TOGO,75001,table,japonais,"33 Rue Saint-Roch, 75001 Paris"
714,48.8663375,2.3331631,SANJO,75001,table,japonais,"29 Rue d'Argenteuil, 75001 Paris"
715,48.8795715,2.3481848,Délice de Condorcet,75009,table,asiatique,"10 Rue Condorcet, 75009 Paris"
716,48.8667905,2.3764513,Le Favori,75011,table,dwich,"112 Rue Saint-Maur, 75011 Paris"
718,48.8906451,2.3452711,GEMÜSE - Berliner Kebap,75018,pouce,dwich,"61 Rue Ramey, 75018 Paris"
719,48.8534569,2.374628,Sando Club,75011,table,dwich,"1 Passage Thiéré, 75011 Paris"
720,48.8746461,2.3565492,BMK Paris-Bamako,75010,table,africain,"14 Rue de la Fidélité, 75010 Paris"
721,48.8644,2.350294,Petit Bao,75002,table,asiatique,"116 Rue Saint-Denis, 75002 Paris"
723,48.8819802,2.3364629,El Nopal Taqueria,75009,table,mexicain,"5 Rue Duperré, 75009 Paris"
726,48.872194,2.362641,SAaM,75010,table,asiatique,"59Bis Rue de Lancry, 75010 Paris"
727,48.8242888,2.3680862,Pho Bida Viet Nam,75013,table,asiatique,"36 - 38 Rue Nationale, 75013 Paris"
728,48.842221,2.351932,Foyer Vietnam,75005,table,asiatique,"80 Rue Monge, 75005 Paris"
729,48.8731454,2.3603226,La Taverne de Zhao,75010,table,asiatique,"49 Rue des Vinaigriers, 75010 Paris"
732,48.8478104,2.352104,Bonvivant Pizza,75005,table,italien,"4 Rue des Écoles, 75005 Paris"
733,48.850215,2.385021,Joayo Bastille,75011,table,asiatique,"239 Rue du Faubourg Saint-Antoine, 75011 Paris"
734,48.8464963,2.3306421,Joayo Luxembourg,75006,table,asiatique,"54 Rue d'Assas, 75006 Paris"
736,48.8646675,2.3665318,Paperboy Paris,75011,cafe,,"137 Rue Amelot, 75011 Paris"
743,48.822139,2.361378,Pho Taï,75013,table,asiatique,"13 Rue Philibert Lucot, 75013 Paris"
744,48.8699347,2.3719045,Terre Rosse pizzeria,75011,table,italien,"14 Rue des Goncourt, 75011 Paris"
764,48.8740941,2.3469415,Bob De Tunis,75009,pouce,dwich/orient,"10 Rue Richer, 75009 Paris"
765,48.8229062,2.3618422,Ngoc Xuyen Saigon,75013,table,asiatique,"4 Rue Caillaux, 75013 Paris"
768,48.865999,2.379091,Sürpriz - Berliner Kebab,75011,pouce,dwich/orient,"110 Rue Oberkampf, 75011 Paris"
770,48.8816541,2.3369591,Dumbo,75009,pouce,burger/coeur,"64 Rue Jean-Baptiste Pigalle, 75009 Paris"
771,48.8752965,2.3689982,Panda Panda,75010,table,asiatique,"21 Rue Juliette Dodu, 75010 Paris"
775,48.86097,2.3689244,Aï Hsu,75011,table,japonais,"16 Rue Saint-Sébastien, 75011 Paris"
776,48.8718855,2.3626481,Bopome,75010,table,asiatique,"48 Rue de Lancry, 75010 Paris"
778,48.870765,2.3598249,Sold Out Burger,75010,pouce,burger,"2 Rue Lucien Sampaix, 75010 Paris"
779,48.8534502,2.3800439,Mokoloco,75011,pouce,dwich,"74 Rue de Charonne, 75011 Paris"
780,48.876804,2.3384727,Piou Piou,75009,pouce,burger,"3 Rue Saint-Lazare, 75009 Paris"
781,48.8600808,2.4042034,Peppe Pizzeria,75020,table,italien,"2 Place Saint-Blaise, 75020 Paris"
783,48.8731455,2.380934,Lia Siam,75019,table,asiatique,"49 Rue de Belleville, 75019 Paris"
785,48.8629736,2.3603429,Onii-San,75003,table,japonais,"82 Rue des Archives, 75003 Paris"
786,48.8714683,2.3657338,Gros Bao,75010,table,asiatique,"72 Quai de Jemmapes, 75010 Paris"
789,48.8702637,2.3106614,Restaurant Japonais d'Udon KISIN,75008,table,japonais,"9 Rue de Ponthieu, 75008 Paris"
790,48.8664318,2.3700204,Haikara,75011,table,japonais,"82 Rue de la Folie Méricourt, 75011 Paris"
793,48.8622642,2.3631778,Mao dumpling bar,75003,table,asiatique,"28 Rue de Saintonge, 75003 Paris"
796,48.8795918,2.3362627,Gili-Gili,75009,table,japonais,"48 Rue Notre Dame de Lorette, 75009 Paris"
797,48.8331379,2.3284457,A Mi-Chemin,75014,table,orient,"31 Rue Boulard, 75014 Paris"
798,48.8732284,2.3631547,Plan D - DWICH & GLACE,75010,pouce,glace,"22 Rue des Vinaigriers, 75010 Paris"
800,48.8675331,2.3765854,Nonette Banh Mi & Donuts,75011,table,asiatique,"71 Rue Jean-Pierre Timbaud, 75011 Paris"
801,48.8627252,2.3793777,Baby Love Burger,75011,table,burger,"63 Rue Saint-Maur, 75011 Paris"
802,48.8780407,2.3447269,Snack Attack,75009,pouce,dwich,"27 Rue Marguerite de Rochechouart, 75009 Paris"
805,48.8535439,2.3799816,Tapisserie,75011,commerce,patisserie,"65 Rue de Charonne, 75011 Paris"
806,48.8803441,2.3354571,Komorebi - Café - Pâtisserie,75009,cafe,dwich,"56 Rue Catherine de La Rochefoucauld, 75009 Paris"
808,,,"Le Chocolat Alain Ducasse, Comptoir Lévis",75017,commerce,chocolatier,"44 Rue de Lévis, 75107 Paris"
812,,,"Le Chocolat Alain Ducasse, Le Comptoir Martyrs",75009,commerce,chocolatier,"13 Rue des Martyrs, 75009 Paris"
814,,,"Le Chocolat Alain Ducasse, Manufacture à Paris - Paris 11",75011,commerce,chocolatier,"40 Rue de la Roquette, 75011 Paris"
815,,,"Le Chocolat Alain Ducasse, Le Comptoir Cherche-Midi",75006,commerce,chocolatier,"47 Rue du Cherche-Midi, 75006 Paris"
816,,,"Le Chocolat Alain Ducasse, Le Comptoir Palais Royal",75001,commerce,chocolatier,"11 Rue des Petits Champs, 75001 Paris"
822,48.8836293,2.3209539,Edwart Chocolatier - Batignolles,75017,commerce,chocolatier,"67 Rue des Dames, 75017 Paris"
829,48.8614574,2.3747967,Paris Dabang,75011,cafe,japonais,"6 Rue de la Folie Méricourt, 75011 Paris"
836,48.8686426,2.3344382,Restaurant Drouant,75002,table,brasserie,"16-18 Rue Gaillon, 75002 Paris"
837,48.8760122,2.3404517,Lolo cave à manger,75009,table,neobistrot,"12 Rue de Châteaudun, 75009 Paris"
855,48.867868,2.3435539,Dalia,75002,table,neobistrot,"93 Rue Montmartre, 75002 Paris"
856,48.8606098,2.3192032,Café des Ministères,75007,table,brasserie/coeur,"83 Rue de l'Université, 75007 Paris"
857,48.8658464,2.3465921,Aux Crus de Bourgogne,75002,table,brasserie,"3 Rue Bachaumont, 75002 Paris"
858,48.8617174,2.3689159,Restaurant Au Passage,75011,table,neobistrot,"1 bis Passage Saint-Sébastien, 75011 Paris"
871,48.8829775,2.3182532,Brutus - Batignolles,75017,table,crepes,"99 Rue des Dames, 75017 Paris"
872,48.8846061,2.3152708,Interfabric,75017,table,,"44 Rue Legendre, 75017  Paris"
882,48.8933757,2.3400767,étsi - l'ouzeri,75018,table,grec/neobistrot/coeur,"41 Rue du Ruisseau, 75018 Paris"
885,48.8644,2.3439996,DokiDoki - Finest Hand Roll Bar,75001,table,japonais,"59 Rue Jean-Jacques Rousseau, 75001 Paris"
888,48.8682791,2.387711,Becquetance,75020,table,neobistrot,"67 Rue de Ménilmontant, 75020 Paris"
889,48.8493254,2.3749658,Passerina,75012,table,neobistrot/italien,"65 Rue Traversière, 75012 Paris"
895,48.8667275,2.345659,Café Compagnon,75002,table,neobistrot,"22-26 Rue Léopold Bellan, 75002 Paris"
896,48.8956402,2.3472854,Champion,75018,table,,"55 Rue Championnet, 75018 Paris"
899,48.865859,2.3498718,Tekés,75002,table,neobistrot/orient/coeur/vege,"4 bis Rue Saint-Sauveur, 75002 Paris"
901,48.8528738,2.3313927,Steam Bar,75006,table,asiatique,"2 Rue du Sabot, 75006 Paris"
903,48.8737447,2.3838605,BASIS,75019,pouce,dwich,"79 Rue de Belleville, 75019 Paris"
909,48.8781184,2.3493004,BAKE.,75010,pouce,dwich/boulangerie,"96 Rue du Faubourg Poissonnière, 75010 Paris"
912,48.8900667,2.3204389,Yansai,75017,table,asiatique,"47 Rue des Moines, 75017 Paris"
915,48.8545442,2.3390387,O-Komé,75006,table,japonais,"34 Rue Dauphine, 75006 Paris"
919,48.8492484,2.3256964,Benchy,75006,table,japonais,"50 Rue du Cherche-Midi, 75006 Paris"
921,48.8637364,2.3528592,Qasti Shawarma & Grill,75003,pouce,dwich/orient,"214 Rue Saint-Martin, 75003 Paris"
922,48.8664794,2.3470505,Riha Durum,75002,pouce,dwich/orient,"1 Rue des Petits Carreaux, 75002 Paris"
923,48.8724274,2.3542717,Urfa Dürüm,75010,pouce,dwich/orient,"58 Rue du Faubourg Saint-Denis, 75010 Paris"
926,48.868115,2.3355272,Zaza par Yoni Saada,75002,table,dwich/orient,"51 Passage Choiseul, 75002 Paris"
928,48.8687302,2.3375569,Bagnard Augustin par Yoni Saada,75002,table,dwich/orient,"7 Rue Saint-Augustin, 75002 Paris"
929,48.8335793,2.3044634,Guillaume Grasso la vera Pizza Napoletana,75015,table,italien,"45 Rue Brancion, 75015 Paris"
930,48.8486408,2.3318359,Sôma Sando,75006,table,japonais,"62 Rue de Vaugirard, 75006 Paris"
931,48.8801863,2.3666679,ROUND,75010,pouce,burger,"25 Rue Louis Blanc, 75010 Paris"
932,48.8567772,2.3416032,Ha Noi 1988,75001,table,asiatique/coeur,"72 Quai des Orfèvres, 75001 Paris"
933,,,FEEL LING,75116,table,asiatique/coeur,"24 Rue Lauriston, 75116 Paris"
937,,,Dumbo Petites-Écuries,75010,pouce,burger,"14 R. des Petites Écuries, 75010 Paris"
939,,,Olive Chicken,75014,table,asiatique,"6 Rue Poinsot, 75014 Paris"
940,,,Numéro 10,75009,pouce,burger,"10 Rue Frochot, 75009 Paris"
942,,,La Sabicherie,75011,pouce,orient/dwich,"33 Rue du Faubourg Saint-Antoine, 75011 Paris"
943,,,Dizen,75009,pouce,orient/dwich,"27 Rue Pierre Fontaine, 75009 Paris"
944,,,Au pactole Nedra traiteur,75017,table,orient,"33 Rue Legendre, 75017 Paris"
949,,,Sonny’s pizza,75011,table,italien,"5 Rue de la Fontaine au Roi, 75011 Paris"
950,,,Meshuga,75006,pouce,dwich,"3 Rue Vavin, 75006 Paris"
952,,,Junk Montmartre,75002,pouce,burger,"114 Rue Montmartre, 75002 Paris"
953,,,JANET by Homer - Marais,75004,pouce,dwich,"13 Rue Rambuteau, 75004 Paris"
954,,,Bao Express,75011,table,asiatique,"10 R. Bréguet, 75011 Paris"
955,,,Enni Udon,75008,table,japonais,"6 Rue de la Renaissance, 75008 Paris"
956,,,Chez Neung,75005,table,asiatique,"70 Bd Saint-Marcel, 75005 Paris"
957,,,Xiang Piao Piao,75017,table,asiatique,"4 Rue Davy, 75017 Paris"
958,,,Spécimen Burger,75006,table,burger,"3 Rue Guisarde, 75006 Paris"
962,,,Soces,75019,table,neobistrot,"32 Rue de la Villette, 75019 Paris"
965,,,Zakuro,75002,table,japonais,"4 Rue de Port-Mahon, 75002 Paris"
969,,,Le Baratin,75020,table,neobistrot,"3 Rue Jouye-Rouve, 75020 Paris"
970,,,Komatsubaki Paris,75008,table,japonais,"3 Rue d'Artois, 75008 Paris"
971,,,Brigade du Tigre,75010,table,asiatique,"38 Rue du Faubourg Poissonnière, 75010 Paris"
972,,,BangBang Restaurant,75020,table,asiatique,"09 Rue du Liban, 75020 Paris"
976,,,Misa Bulgogi,75017,table,asiatique,"24 Rue Brey, 75017 Paris"
978,,,Casa Di Peppe,75005,table,italien,"222 Rue Saint-Jacques, 75005 Paris"
981,,,Freddy's,75006,table,neobistrot,"54 Rue de Seine, 75006 Paris"
985,,,Recoin,75011,table,neobistrot,"60 Rue St Sabin, 75011 Paris"
991,,,Les Oeillets,75011,table,neobistrot,"137 Rue Saint-Maur, 75011 Paris"
992,,,HANDO Parisian Handroll,75006,table,japonais,"89 Rue de Sèvres, 75006 Paris"
993,,,Mallory Gabsi,75017,table,gastronomique,"28 Rue des Acacias, 75017 Paris"
996,,,CHARBON KUNITORAYA,75001,table,japonais,"5 Rue Villédo, 75001 Paris"
997,,,Sugaar,75006,table,neobistrot,"5 Rue Gozlin, 75006 Paris"
998,,,Totto Restaurant,75012,table,japonais,"6 Rue Théophile Roussel, 75012 Paris"
999,,,Localino,75006,table,italien/coeur,"10 Rue de l'Odéon, 75006 Paris"
1001,,,Chakaiseki Akiyoshi,75015,table,japonais,"59 Rue Letellier, 75015 Paris"
1002,,,Ryô,75001,table,japonais,"7 Rue des Moulins, 75001 Paris"
1004,,,Le Rubis,75002,table,neobistrot,"14 Rue Léopold Bellan, 75002 Paris"
1007,,,Table,75012,table,gastronomique/etoile,"3 R. de Prague, 75012 Paris"
1013,,,Jeffrey Cagnes Paris 17ème,75017,commerce,patisserie,"24 Rue des Moines, 75017 Paris"
1014,,,Jeffrey Cagnes Paris 2ème,75002,commerce,patisserie,"73 Rue Montorgueil, 75002 Paris"
1015,,,Jade Genin,75002,commerce,chocolatier,"33 Avenue de l'Opéra, 75002 Paris"
1017,,,CAFÉ NUANCES,75001,cafe,coeur/torrefacteur,"25 Rue Danielle Casanova, 75001 Paris"
1018,,,laïzé marais,75003,cafe,,"19 Rue de Montmorency, 75003 Paris"
1019,,,Laïzé Opéra,75002,cafe,,"68 Passage Choiseul, 75002 Paris"
1020,,,Café Pimpin 17,75017,cafe,,"7 Rue Guy Môquet, 75017 Paris"
1021,,,CADUCÉE Café Contemporain,75017,table,,"19 Rue Brochant, 75017 Paris"
1022,,,WHITE Coffeeshop,75003,cafe,,"56 Rue de Turenne, 75003 Paris"
1024,,,Clove Coffee Shop,75018,cafe,coeur,"14 Rue Chappe, 75018 Paris"
1025,,,The Dancing Goat,75020,cafe,,"117 Av. Gambetta, 75020 Paris"
1026,,,Café Cayo,75013,cafe,,"9 Rue du Chevaleret, 75013 Paris"
1027,,,Café Caractère,75011,cafe,,"2 Rue des Taillandiers, 75011 Paris"
1029,,,GRAMME PARIS 11,75011,table,neobistrot,"96 Rue Jean-Pierre Timbaud, 75011 Paris"
1039,,,RECTO VERSO CAFÉ,75003,cafe,,"6 Rue Portefoin, 75003 Paris"
1040,,,Café Singuliers,75011,table,neobistrot,"2 Rue Titon, 75011 Paris"
1042,,,Café Nuances,75006,cafe,torrefacteur,"22 Rue du Vieux Colombier, 75006 Paris"
1044,,,Billot Club,75017,commerce,boucherie/coeur,"105 Avenue de Saint-Ouen, 75017 Paris"
1046,,,LiMONi,75011,commerce,epicerie/vins,"20 Rue Saint-Ambroise, 75011 Paris"
1048,,,La Bête Noire,75005,cafe,,"58 Rue Henri Barbusse, 75005 Paris"
1049,,,L'Agrumiste,75007,commerce,epicerie,"82 Rue de Sèvres, 75007 Paris"
1050,,,MAM,75017,commerce,patisserie,"22 Rue Fourcroy, 75017 Paris"
1054,,,Poissonnerie Viot,75006,commerce,poissonerie/coeur,"6 Rue Lobineau, 75006 Paris"
1057,,,ONOUL café épicerie fine coréenne,75015,commerce,epicerie/asiatique,"8 Rue Gramme, 75015 Paris"
1058,,,Kolam Paris,75010,table,indien,"27 Rue de Lancry, 75010 Paris"
1059,,,Krispy Korean Chicken I Poulet frit coréen,75017,table,asiatique,"22 Rue Biot, 75017 Paris"
1062,,,NOUR Comptoir,75011,pouce,dwich/orient,"38 Rue Jean-Pierre Timbaud, 75011 Paris"
1063,,,MOSUGO PARIS 14 PAR MORY SACKO,75014,pouce,,"22 Rue Raymond Losserand, 75014 Paris"
1064,,,BAOBAR,75004,table,asiatique,"42 Rue Sainte-Croix de la Bretonnerie, 75004 Paris"
1065,,,Zinzin,75009,pouce,dwich/orient,"5 Rue Jean-Baptiste Pigalle, 75009 Paris"
1067,,,BING SUTT,75003,cafe,,"22 Rue Béranger, 75003 Paris"
1068,,,Nakatsu,75018,table,asiatique,"25 Rue Ramey, 75018 Paris"
1069,,,Café Berry,75003,cafe,,"10 Rue Chapon, 75003 Paris"
1070,,,y-izakaya,75017,table,japonais,"14 Rue des Dames, 75017 Paris"
1071,,,Haikara Deep Fried,75011,table,japonais,"60 Boulevard Voltaire, 75011 Paris"
1074,,,KUMA - Marais,75004,table,japonais,"5 Rue des Ecouffes, 75004 Paris"
1077,,,KERN,75009,pouce,dwich,"35 Rue de Châteaudun, 75009 Paris"
1078,,,Mamiche Traiteur,75010,pouce,traiteur,"19 Rue Bouchardon, 75010 Paris"
1079,,,Parisik,75017,table,asiatique,"37 Rue des Dames, 75017 Paris"
1080,,,Bistrot Des Tournelles,75004,table,brasserie/coeur,"6 Rue des Tournelles, 75004 Paris"
1081,,,COMER parís.méxico,75010,table,mexicain,"96 Rue d'Hauteville, 75010 Paris"
1082,,,Kubri,75011,table,orient,"108 Rue Amelot, 75011 Paris"
1083,,,Kaïto,75006,table,japonais,"71 Rue de Seine, 75006 Paris"
1084,,,JIN,75001,table,japonais,"6 Rue de la Sourdière, 75001 Paris"
1085,,,Ojii,75007,table,japonais,"6 Rue Perronet, 75007 Paris"
1086,,,Le Chardonnay,75002,table,brasserie,"3 Rue Bachaumont, 75002 Paris"
1087,,,GRAIN[S],75006,table,neobistrot,"6 Rue Mabillon, 75006 Paris"
1088,,,Paul Chêne Cherche Midi,75006,table,brasserie,"79 Rue du Cherche-Midi, 75006 Paris"
1092,,,Le 404,75003,table,orient,"69 Rue des Gravilliers, 75003 Paris"
1094,,,Le Cyrano,75017,table,neobistrot,"3 Rue Biot, 75017 Paris"
1096,,,Santa Silvia,75020,table,neobistrot/italien,"22 Villa Riberolle, 75020 Paris"
1097,,,Géosmine,75011,table,neobistrot,"71 Rue de la Folie Méricourt, 75011 Paris"
1100,,,Vivant 2,75010,table,neobistrot,"43 Rue des Petites Écuries, 75010 Paris"
1102,,,Déviant,75010,table,neobistrot,"39 Rue des Petites Écuries, 75010 Paris"
1105,,,Delhi Bazaar,75011,table,indien/neobistrot,"71 Rue Servan, 75011 Paris"
1107,,,Le Pantruche,75009,table,neobistrot,"3 Rue Victor Massé, 75009 Paris"
1108,,,Jinchan shokudo,75012,table,japonais,"154 Rue du Faubourg Saint-Antoine, 75012 Paris"
1109,,,Les flacons,75005,bar,vins,"34 Rue des Écoles, 75005 Paris"
1111,,,Brasserie Rosie Lou,75002,table,brasserie,"31 Boulevard de Bonne Nouvelle, 75002 Paris"
1112,,,Sushi Yoshinaga,75002,table,japonais,"27 Rue du Quatre Septembre, 75002 Paris"
1113,,,Brasserie Des Prés,75006,table,neobistrot,"6 Cour du Commerce Saint-André, 75006 Paris"
1118,,,Misu,75015,table,asiatique/coeur,"8 bis Rue Falguière, 75015 Paris"
1119,,,Le Bistrot Flaubert,75017,table,neobistrot,"10 Rue Gustave Flaubert, 75017 Paris"
1120,,,Le Truffaut,75017,table,neobistrot,"89 Rue Truffaut, 75017 Paris"
1121,,,iRASSHAi,75001,commerce,asiatique/epicerie,"40 Rue du Louvre, 75001 Paris"
1122,,,Faubourg Daimant,75010,table,neobistrot/vege,"20 Rue du Faubourg Poissonnière, 75010 Paris"
1125,,,Elmer,75003,table,neobistrot,"30 Rue Notre Dame de Nazareth, 75003 Paris"
1126,,,Datil,75003,table,neobistrot,"13 Rue des Gravilliers, 75003 Paris"
1127,,,CHOUKRAN,75009,table,orient,"29 Rue Saint-Georges, 75009 Paris"
1130,,,Restaurant La Colline,75020,table,neobistrot,"10 Rue Pixérécourt, 75020 Paris"
1131,,,Chez Georges,75002,table,brasserie,"1 Rue du Mail, 75002 Paris"
1132,,,CUISINE,75009,table,neobistrot,"50 Rue Condorcet, 75009 Paris"
1136,,,Christophe Louie,75003,commerce,patisserie/boulangerie/coeur,"12 Rue Dupetit-Thouars, 75003 Paris"
1138,,,BUDDY BUDDY,75010,cafe,coeur,"15 Rue de Marseille, 75010 Paris"
1139,,,Motors Coffee,75001,cafe,coeur,"7 Rue des Halles, 75001 Paris"
1141,,,Café Pigalle,75009,cafe,,"7 Rue Frochot, 75009 Paris"
1142,,,Shakespeare and Company Café,75005,cafe,,"35 Rue de la Bûcherie, 75005 Paris"
1144,,,Café Blondie,75009,cafe,,"40 Rue Saint-Georges, 75009 Paris"
1148,,,Eataly,75004,commerce,epicerie/vins/italien,"37 Rue Sainte-Croix de la Bretonnerie, 75004 Paris"
1149,,,Florian Mésère Chocolatier,75017,commerce,chocolatier,"18 Rue de La Jonquière, 75017 Paris"
1150,,,MEHMET,75018,table,orient/coeur,"43 Rue Ramey, 75018 Paris"
1151,,,Folderol,75011,table,glace/coeur/vins,"10 Rue du Grand Prieuré, 75011 Paris"
1152,,,Peppe Pizzeria Martyrs,75009,table,italien,"61 R. des Martyrs, 75009 Paris"
1153,,,Epicerie - Primeur - Crèmerie - Charcuterie Terroirs d'Avenir,75017,commerce,epicerie/primeur/coeur,"123 Rue des Dames, 75017 Paris"
1154,,,Nodaïwa,75001,table,japonais/coeur,"272 Rue Saint-Honoré, 75001 Paris"
1155,,,Omusubi Gonbei Paris Palais-Royal,75001,pouce,japonais,"27 Rue des Petits Champs, 75001 Paris"
1156,,,Omusubi Gonbei Paris République,75003,pouce,japonais,"83 R. de Turbigo, 75003 Paris"
1157,,,Tapisserie - Motte Picquet,75007,commerce,patisserie/coeur,"16 Av. de la Motte-Picquet, 75007 Paris"
1158,,,Gido,75006,pouce,dwich/japonais,"37 Rue de l'Abbé Grégoire, 75006 Paris"
1159,,,OMURICE,75002,table,japonais,"10 Rue de Port-Mahon, 75002 Paris"
1160,,,Broche - shawarma au feu de bois,75002,pouce,orient/dwich,"49 Pass. des Panoramas, 75002 Paris"
1161,,,Restaurant Les délices de Tunisie,75020,table,orient,"9 Rue du Liban, 75020 Paris"
1162,,,Pin-Pan,75009,pouce,,"79 Rue Taitbout, 75009 Paris"
1163,,,Mắm From Hanoï,75002,table,asiatique,"39 Rue de Cléry, 75002 Paris"
1164,,,Taco Mesa,75010,pouce,mexicain,"40 Rue du Faubourg Poissonnière, 75010 Paris"
1172,,,Nouilles Ban Ban,75002,table,asiatique,"23 Rue des Petits Champs, 75002 Paris"
1173,,,Kiss,75009,pouce,dwich,"55 Rue du Faubourg Poissonnière, 75009 Paris"
1174,,,THE BUTCHER OF PARIS,75003,table,neobistrot,"39 Rue de Bretagne, 75003 Paris"
1175,,,Aube,75011,table,neobistrot,"8 Rue de la Main d'Or, 75011 Paris"
1177,,,Toraya,75001,table,japonais,"10 Rue Saint-Florentin, 75001 Paris"
1178,,,Cibus,75001,table,italien,"5 Rue Molière, 75001 Paris"
1182,,,Sellae,75013,table,neobistrot,"18 Rue des Wallons, 75013 Paris"
1183,,,Vecchio au Perchoir,75011,table,neobistrot/italien,"14 Rue Crespin du Gast, 75011 Paris"
1184,,,Terra Pizza,75003,table,italien,"67 Rue des Gravilliers, 75003 Paris"
1186,,,Maslow,75001,table,vege/neobistrot,"14 Quai de la Mégisserie, 75001 Paris"
1187,,,Boubalé,75004,table,neobistrot,"6 Rue des Archives, 75004 Paris"
1188,,,Donna,75003,table,neobistrot,"157 Rue Saint-Martin, 75003 Paris"
1189,,,Le Cheval d'Or,75019,table,neobistrot/asiatique,"21 Rue de la Villette, 75019 Paris"
1190,,,SUBACO,75018,table,neobistrot/japonais,"20 Rue Joseph Dijon, 75018 Paris"
1191,,,Candelaria,75003,bar,mexicain,"52 Rue de Saintonge, 75003 Paris"
1192,,,Pristine,75009,table,neobistrot,"8 Rue de Maubeuge, 75009 Paris"
1193,,,Paulownia,75020,table,neobistrot,"15 Rue des Vignoles, 75020 Paris"
1194,,,Double - Restaurant,75018,table,neobistrot,"87 Rue Lamarck, 75018 Paris"
1195,,,L'Orillon,75011,table,neobistrot/coeur,"35 Rue de l'Orillon, 75011 Paris"
1196,,,ChoCho,75010,table,neobistrot,"54 Rue de Paradis, 75010 Paris"
1198,,,MOTA,75009,cafe,,"23 Rue Joubert, 75009 Paris"
1199,,,Le Boréal,75018,table,neobistrot,"39 Rue Montcalm, 75018 Paris"
1201,,,PARPAINS,75019,cafe,,"30 Rue Tandou, 75019 Paris"
1203,,,Les trois chocolats Paris,75004,commerce,patisserie/chocolatier,"45 Rue Saint-Paul, 75004 Paris"
1204,,,Boulangerie Léonie - Trudaine,75009,commerce,patisserie/boulangerie,"15 Av. Trudaine, 75009 Paris"
1205,,,Boulangerie Leonie - Hauteville,75010,commerce,patisserie/boulangerie,"94 Rue d'Hauteville, 75010 Paris"
1209,,,Jolie Miche,75017,commerce,patisserie/boulangerie,"176 Av. de Clichy, 75017 Paris"
1215,,,PonPon Café,75001,cafe,japonais,"3 Rue Molière, 75001 Paris"
1216,,,I/O Café,75003,cafe,,"16 Rue Dupetit-Thouars, 75003 Paris"
1217,,,Sevenly Heart,75003,cafe,,"55 Rue des Archives, 75003 Paris"
1218,,,CHANCEUX Galande,75005,cafe,coeur/dwich,"63 Rue Galande, 75005 Paris"
1219,,,CHANCEUX St Maur,75011,cafe,dwich,"57 Rue Saint-Maur, 75011 Paris"
1221,,,Candle Kids,75020,cafe,,"107 Rue des Couronnes, 75020 Paris"
1225,,,Kodama Beaumarchais,75003,commerce,the,"69 Bd Beaumarchais, 75003 Paris"
1226,,,Arnaud Nicolas Lévis,75017,commerce,boucherie,"8 R. de Lévis, 75017 Paris"
1228,,,Les Vins Du Matin,75018,table,neobistrot,"73 Rue Riquet, 75018 Paris"
1229,,,Le Discobar,75020,bar,,"92 Rue Rebeval, 75019 Paris"
1230,,,Cravan paris,75006,bar,,"165 Bd Saint-Germain, 75006 Paris"
1233,,,Tanori,75003,pouce,japonais,"12 Rue Volta, 75003 Paris"
1235,,,INE,75010,table,japonais,"29 Rue d'Enghien, 75010 Paris"
1236,,,BUCK - Fried Chicken & Wine,75011,table,dwich,"25 Rue de la Forge Royale, 75011 Paris"
1237,,,Baby Love Burger Marais,75003,table,burger,"105 Rue Vieille du Temple, 75003 Paris"
1238,,,Blossom Burgers,75010,table,burger,"26 Rue de Chabrol, 75010 Paris"
1239,,,The Blossom Arms,75017,table,brasserie,"17 Rue Guy Môquet, 75017 Paris"
1240,,,Dogma,75010,pouce,dwich,"10 R. des Petites Écuries, 75010 Paris"
1247,,,4M2,75003,pouce,japonais,"4 Rue Charles-François Dupuis, 75003 Paris"
